active_sessions,crc_errors_per_second,buffer_memory_utilization_percent,unplanned_restarts_last_24h,dropped_packets_due_to_buffer_full_last_hour,target
4794,0.002745,88.2,1,51,0
495,0.01306,67.1,0,25,0
3698,0.013368,100.0,0,195,1
4610,0.036562,100.0,0,42,1
1038,0.062984,60.1,0,66,1
1736,0.002808,9.3,0,61,0
2824,0.004722,16.7,0,46,0
2610,0.003582,32.4,1,61,0
4736,0.001161,10.4,1,60,0
1749,0.006731,81.5,0,22,0
3790,0.004759,29.7,0,4,0
3535,0.011871,97.6,0,49,0
3301,0.017015,70.3,0,7,0
4279,0.007858,17.3,0,57,0
4466,0.000327,47.6,0,44,0
2391,0.009648,46.7,1,29,0
4583,0.00057,49.3,2,47,0
313,0.00958,53.6,3,48,0
3337,0.05846,15.0,0,96,1
3962,0.002204,68.6,2,12,0
158,0.017112,48.7,1,8,0
3030,0.051484,91.0,0,56,1
3071,0.016771,81.5,1,37,0
1627,0.00364,23.1,1,54,0
222,0.008834,4.8,0,55,0
3819,0.024629,70.3,0,29,0
1536,0.003866,97.8,1,49,0
1262,0.01715,44.7,0,68,0
3400,9.5e-05,26.0,1,114,0
3445,3.7e-05,15.7,1,104,0
2586,0.014259,28.7,0,25,0
661,0.03415,43.5,1,101,1
4081,0.015558,42.4,0,24,0
1837,0.026596,65.5,0,44,0
1004,0.049881,42.2,0,135,1
3654,0.002639,5.1,0,27,0
4590,0.023405,37.3,0,51,0
1826,0.001951,85.6,0,24,0
3023,0.011464,49.8,1,26,0
3631,0.00756,96.5,0,48,0
4006,0.000869,50.4,0,23,0
1034,0.003358,27.6,0,40,0
174,0.007347,19.3,2,20,0
394,0.019129,69.5,2,16,0
120,0.012294,53.6,0,7,0
3342,0.009726,60.4,0,29,0
1138,0.04781,88.5,0,128,1
4755,0.02021,81.2,1,94,1
1209,0.00127,4.3,1,2,0
3871,0.005261,80.3,0,30,0
471,0.000289,53.3,0,21,0
1274,0.002371,39.2,1,26,0
1264,0.005665,53.8,2,43,0
1192,0.005423,61.2,0,21,0
1383,0.000453,15.0,1,58,0
2111,0.008893,41.7,0,58,0
945,0.007978,33.6,0,11,0
2091,0.000813,35.0,0,38,0
620,0.028676,9.1,0,17,0
4566,0.001047,16.0,1,64,0
4296,0.068833,22.3,0,87,1
4856,3e-06,37.3,0,40,0
342,0.021395,89.4,1,12,0
2900,0.000199,20.6,0,38,0
4707,0.055058,50.7,1,85,1
2996,0.004489,31.2,0,45,0
2702,0.052597,92.0,1,127,1
2373,0.042951,17.3,0,80,1
1641,0.000735,19.7,0,29,0
2865,0.014589,21.1,0,39,0
2214,0.000739,99.3,0,8,0
4591,0.025526,57.1,1,19,0
4807,0.000523,13.9,1,55,0
3183,0.006526,27.2,0,30,0
1957,0.012839,16.8,0,35,0
869,0.004996,12.5,0,48,0
1522,0.002449,79.7,0,69,0
506,0.014233,49.6,0,66,0
3072,0.015338,63.1,0,33,0
1972,0.0256,33.1,0,4,0
2794,0.004719,55.4,0,28,0
2369,0.007057,25.8,0,92,0
4849,0.004512,30.8,1,34,0
1281,0.002972,65.2,0,1,0
1539,0.013904,15.0,0,15,0
3153,0.028481,70.7,0,90,1
3433,0.005589,85.2,1,11,0
2997,0.00517,12.0,0,11,0
3003,0.051477,99.4,0,92,1
328,0.024985,7.9,0,55,0
4059,0.010989,34.9,0,16,0
1993,0.006379,61.1,0,6,0
1413,0.015105,55.9,0,22,0
1170,0.010244,9.6,0,75,0
1074,0.000625,79.9,1,101,0
1838,0.001006,97.3,0,32,0
3385,0.031412,29.4,1,153,1
857,0.006103,89.5,1,16,0
3195,0.017479,55.7,0,23,0
420,0.003755,93.6,0,16,0
2421,0.004848,17.6,2,19,0
655,0.044488,94.0,0,110,1
1486,0.018134,6.0,1,9,0
4863,0.010938,88.3,1,20,0
3147,0.003103,67.4,1,29,0
2527,0.001245,37.0,0,15,0
2104,0.000162,19.0,0,46,0
2030,0.001132,81.7,0,58,0
4941,0.003462,60.3,0,42,0
4870,0.008025,36.0,1,34,0
2263,0.000661,44.4,0,9,0
3967,0.001464,82.7,0,15,0
2526,0.001998,33.9,1,79,0
3893,0.009996,9.0,3,24,0
2613,0.055838,97.5,1,107,1
3903,0.008002,38.7,0,89,0
2427,0.002884,34.8,0,13,0
717,0.004638,20.4,0,50,0
2265,0.0258,100.0,0,13,1
3408,0.002568,21.8,0,47,0
1092,0.022799,63.7,0,5,0
1477,0.038967,88.1,0,10,0
4481,0.047939,8.6,2,95,1
3274,0.058508,94.2,0,104,1
4882,0.010293,41.1,0,76,0
1405,0.02848,72.2,0,114,1
4933,0.05733,37.2,0,61,0
3178,0.001042,69.6,1,10,0
2786,0.011477,25.4,1,21,0
3083,0.002915,2.2,0,14,0
2623,0.004975,94.8,1,5,0
3682,0.010383,1.6,0,115,0
1585,0.005736,82.4,1,5,0
2200,0.002884,16.9,0,63,0
4681,0.004071,39.2,0,6,0
3815,0.004179,82.2,1,95,0
2101,0.032021,20.6,1,65,0
1487,0.016025,86.6,1,15,0
3283,0.016583,56.5,0,111,1
1130,0.002229,36.6,0,34,0
1865,0.016661,66.2,1,24,0
4863,0.00171,34.1,1,50,0
1320,0.002363,34.7,0,6,0
3906,0.004557,73.4,0,16,0
2514,0.021232,31.0,0,14,0
4445,0.001413,20.1,1,33,0
1718,0.018997,92.4,1,64,1
1363,0.006812,80.5,0,66,0
971,0.035136,55.1,4,86,1
934,0.00841,52.7,3,51,0
2922,0.006008,69.6,1,10,0
1018,0.033756,63.6,0,62,1
1824,0.001188,41.7,0,105,0
2513,0.00152,99.5,1,83,0
1413,0.017208,14.8,1,10,0
4598,0.058251,71.4,0,93,1
2205,0.002675,88.6,0,26,0
2668,0.001204,68.7,0,41,0
1238,0.000549,88.1,1,53,0
309,0.009373,33.6,0,81,0
1164,0.012565,27.2,0,27,0
2320,0.004665,85.1,0,79,0
333,0.011384,39.4,1,27,0
892,0.041847,79.2,0,62,1
3210,0.027386,14.8,0,35,0
2266,0.000671,75.6,1,24,0
434,0.002136,54.9,0,38,0
1459,0.00071,26.9,2,59,0
1314,0.020249,49.5,0,29,0
4519,0.01573,69.7,0,25,0
383,0.008548,1.2,1,7,0
312,0.000874,63.7,0,10,0
1758,0.003193,54.2,0,29,0
4178,0.003534,22.0,2,18,0
4947,0.008227,75.3,0,32,0
1517,0.002985,30.3,0,44,0
2486,0.000758,27.7,0,10,0
1894,0.062036,59.4,0,78,1
204,0.003554,67.6,1,73,0
4965,0.006022,92.9,0,76,0
3993,0.001366,14.1,1,134,0
3945,0.061713,50.0,1,142,1
3790,0.008336,6.7,2,10,0
3392,0.023186,75.9,0,35,0
478,0.006841,44.8,0,48,0
3393,0.028375,70.7,1,12,0
3429,0.022244,32.2,1,26,0
4908,0.008591,84.4,0,17,0
3538,0.027165,53.5,0,23,0
324,0.049775,100.0,0,98,1
837,0.01772,16.8,2,103,1
335,0.02472,58.9,1,116,1
4378,0.008897,76.6,2,27,0
811,0.012799,60.0,0,22,0
1988,0.014851,2.3,2,17,0
4818,0.001623,97.2,2,91,0
1359,0.005873,29.8,1,33,0
848,0.001946,24.9,0,44,0
4086,0.026061,60.7,1,82,1
3651,0.001719,54.2,0,56,0
609,0.023451,76.6,1,24,0
1923,0.015159,50.7,2,30,1
4980,0.003445,44.0,0,79,0
3041,0.019032,53.5,1,33,0
4332,0.006134,39.4,0,25,0
2234,0.000243,91.5,1,10,0
1877,0.034768,98.0,0,44,1
1322,0.000883,45.5,1,29,0
3767,0.04223,0.0,0,9,0
1877,0.00887,90.1,1,12,0
1404,0.002964,12.4,0,9,0
4959,0.008295,24.5,2,18,0
801,0.045721,28.9,1,94,1
3089,0.016089,18.0,0,63,0
251,0.046433,92.7,0,70,1
1425,0.02075,58.0,0,12,0
1401,0.004182,95.6,0,11,0
3822,0.003942,23.1,1,18,0
1811,0.000357,48.6,0,32,0
906,0.030883,100.0,1,112,1
4430,0.007655,82.6,1,26,0
2822,0.00615,72.9,0,37,0
4756,0.02382,18.9,1,36,0
1425,0.001838,76.9,0,24,0
4233,9.7e-05,34.8,0,20,0
1259,0.000761,53.1,0,64,0
2969,0.002528,60.9,1,19,0
4616,0.000339,60.9,0,63,0
1342,0.006989,72.7,0,11,0
447,0.00377,66.2,0,48,0
1931,0.00199,6.8,2,25,0
1669,0.013866,45.7,0,26,0
4035,0.002287,66.4,0,76,0
2018,0.011635,29.6,0,108,0
3332,0.004297,31.3,0,10,0
3858,0.007171,12.5,0,11,0
2455,0.027161,41.9,1,2,0
1497,0.000381,98.7,1,53,0
2880,0.006937,28.5,1,43,0
1924,0.01927,53.1,0,27,0
2591,0.008867,74.3,1,2,0
4160,0.003242,1.3,2,27,0
504,0.048117,100.0,1,48,1
1821,0.011403,38.7,0,5,0
2925,0.022147,86.9,0,18,0
3945,0.000419,3.9,0,27,0
4310,0.000742,14.6,1,24,0
3292,0.003931,32.3,1,15,0
164,0.00265,34.5,1,82,0
1399,0.003078,84.8,0,32,0
1515,0.002501,1.1,2,69,0
3693,0.002179,64.1,0,31,0
1068,0.0014,13.1,0,30,0
468,0.027174,82.3,0,16,0
332,0.001557,77.9,0,60,0
2342,0.002287,50.0,0,96,0
3183,0.002827,21.3,0,50,0
1020,0.027033,63.4,0,60,0
788,0.014094,15.6,1,12,0
4372,0.015592,19.0,0,3,0
1569,0.041088,70.8,0,57,1
4825,0.018098,99.1,0,3,0
4359,0.052815,100.0,0,125,1
3722,0.003049,59.3,1,39,0
2200,0.008574,53.9,1,21,0
2365,0.01727,99.8,1,3,0
3889,0.01508,54.7,1,20,0
923,0.022073,42.0,0,49,0
3531,0.026329,91.0,0,28,0
4251,0.00272,23.4,0,42,0
4313,0.005514,9.8,0,11,0
897,0.000147,63.4,1,23,0
879,0.021146,9.6,1,22,0
2950,0.025013,47.3,1,45,1
2992,0.019767,42.4,1,13,0
1993,0.003996,54.8,0,24,0
3406,0.004591,99.2,1,42,0
3002,0.000399,22.1,1,32,0
4903,0.003958,37.6,0,24,0
3818,0.021925,13.2,0,40,0
121,0.000259,60.8,2,51,0
1600,0.005214,72.8,0,11,0
942,0.000319,48.2,0,17,0
1860,0.004635,24.6,0,40,0
3741,0.016762,70.4,3,93,1
291,0.002906,53.9,0,30,0
495,0.021004,17.1,0,35,0
4762,0.005728,40.6,0,32,0
4426,0.003199,43.5,0,43,0
973,0.037665,100.0,1,127,1
2721,0.001533,84.9,0,13,0
4435,0.03309,86.7,0,120,1
189,0.007902,88.9,2,10,0
2379,0.016323,87.8,1,80,1
556,0.011367,90.3,0,14,0
2380,0.006763,5.5,0,37,0
4549,0.014784,45.6,0,87,0
1104,0.029612,74.7,0,34,0
4634,0.001231,58.3,1,8,0
444,0.004075,17.5,0,18,0
2811,0.00385,34.0,0,2,0
4852,0.001639,31.8,1,6,0
2562,0.016623,26.1,0,13,0
1216,0.014266,34.3,0,49,0
725,0.006625,51.5,0,39,0
4479,0.007717,85.5,0,72,0
2079,0.000614,74.2,0,31,0
4094,0.008108,83.5,0,24,0
1778,0.015671,88.4,1,68,0
322,0.008529,41.6,1,50,0
843,0.003083,34.6,0,12,0
562,0.011013,5.8,1,24,0
1668,0.004486,93.0,1,65,0
3447,0.007872,6.6,0,38,0
1836,0.006686,74.1,0,84,0
4139,0.037529,47.5,0,69,1
4051,0.01269,94.9,0,73,0
764,0.021531,42.0,0,27,0
1456,5.2e-05,81.7,0,45,0
1114,0.07435,36.3,1,97,1
2232,0.007164,29.9,0,62,0
2768,0.012064,59.6,0,92,0
1154,0.019353,99.8,0,44,0
1864,0.006294,51.8,1,109,0
4558,0.018017,93.6,1,75,0
2969,0.001956,78.6,0,54,0
1512,0.029535,93.4,1,134,1
767,0.010714,43.6,0,75,0
3470,0.020413,38.7,0,28,0
1494,0.022296,19.2,0,15,0
198,0.010321,96.4,0,50,0
4170,0.030315,100.0,0,162,1
521,0.037001,80.6,0,73,1
3750,0.053966,39.3,2,76,1
4257,0.003852,24.5,1,4,0
1232,0.013633,98.9,1,5,0
1802,0.007592,6.7,0,7,0
3720,0.009378,84.4,0,28,0
3290,0.005,35.5,0,19,0
697,0.033474,41.9,0,49,0
491,0.008479,83.2,0,4,0
1175,0.027772,9.1,0,22,0
2750,7.6e-05,35.4,3,35,0
2484,0.008502,95.2,3,57,0
909,0.01263,69.9,0,1,0
3409,0.013668,75.5,0,15,0
3838,0.023536,75.8,1,55,0
1259,4.4e-05,6.1,0,71,0
1631,3e-06,20.3,0,56,0
2782,0.006392,49.1,0,35,0
353,0.000297,36.8,1,12,0
3648,0.036704,41.1,0,22,0
3285,0.028862,91.0,1,102,1
1331,0.006399,1.5,1,171,0
2523,0.000631,66.0,1,45,0
3675,0.007382,0.0,0,23,0
4361,0.00478,6.3,0,109,0
1673,0.03398,48.9,1,59,1
3008,0.004082,84.1,0,9,0
4812,0.004967,14.5,1,12,0
1725,0.045973,55.5,0,26,0
4098,0.052071,75.3,1,108,1
3983,0.00787,23.0,0,50,0
3615,0.070954,59.5,1,116,1
3503,0.059347,100.0,0,71,1
4698,0.050158,51.2,1,32,0
4780,0.034514,15.7,1,54,0
2058,0.018543,72.4,1,69,1
4109,0.01192,59.2,0,17,0
2835,0.00117,2.7,1,59,0
4591,0.005819,9.1,0,39,0
3274,0.059145,30.4,1,83,1
501,0.007039,13.6,0,41,0
1074,0.01213,25.9,0,24,0
323,0.013694,45.4,1,51,0
4713,0.002923,37.2,1,112,0
335,0.045474,97.3,1,41,1
3598,0.006159,61.2,0,40,0
4311,0.00236,87.6,0,60,0
3334,0.020056,52.7,0,5,0
325,0.00541,9.0,0,71,0
2377,0.013875,46.3,0,38,0
4377,0.031502,87.7,1,64,1
1441,0.004811,19.4,1,6,0
4136,0.016601,9.1,1,4,0
309,0.008782,32.9,1,38,0
3827,0.004952,38.9,1,36,0
4028,0.001161,30.6,0,80,0
2903,0.02258,13.5,1,146,0
1209,0.000361,25.1,0,15,0
2126,0.019891,68.2,0,44,0
493,0.004462,38.6,0,54,0
943,0.010198,63.3,0,50,0
1624,0.025536,53.6,1,53,0
703,0.001645,54.9,1,20,0
681,0.008369,24.9,0,17,0
2039,0.014458,52.2,1,24,0
232,0.014171,2.4,0,57,0
2938,0.037563,50.8,0,44,1
3485,0.009801,57.3,2,19,0
3870,0.055924,29.9,0,95,1
2368,0.01839,25.7,0,19,0
1075,0.014347,22.0,0,49,0
1913,0.00437,7.1,1,32,0
3363,0.088517,44.5,0,92,1
1643,0.039367,100.0,1,40,1
2935,0.000248,35.4,1,20,0
2838,0.004504,46.1,1,45,0
1457,0.001367,65.3,0,28,0
4234,0.031915,73.6,0,121,1
1416,0.003306,95.0,1,42,0
261,0.000549,85.8,0,7,0
2009,0.011664,79.4,1,112,0
1227,0.000769,95.2,1,18,0
3970,0.002273,23.1,0,24,0
1758,0.000975,61.7,0,20,0
3225,0.000653,88.7,0,36,0
2063,0.003116,62.4,1,68,0
2389,0.008484,97.7,0,19,0
1066,0.033435,10.0,0,43,0
989,0.020839,43.9,0,30,0
3161,0.020869,97.7,2,54,0
3729,0.040814,52.1,1,130,1
3289,0.003078,74.0,1,59,0
2848,0.000795,3.0,0,8,0
1766,0.015072,69.5,2,24,0
3166,0.000724,93.5,1,72,0
1541,0.008135,38.3,0,12,0
1167,0.002849,2.1,0,71,0
4323,0.00279,2.8,0,27,0
3023,0.046804,89.2,2,45,0
4353,0.014138,72.3,1,4,0
3956,0.018136,10.7,0,103,0
926,0.008486,5.5,0,22,0
4707,0.020481,80.5,0,6,0
4085,0.01037,81.0,0,55,0
2192,0.02922,12.1,1,85,0
3279,0.003304,30.2,0,60,0
4638,0.009047,78.0,1,53,0
4001,0.038424,60.4,0,42,1
2462,0.004991,95.7,0,43,0
2324,0.021178,48.1,0,64,0
1826,0.039022,67.7,1,34,0
2106,0.006808,51.0,1,20,0
366,0.027618,100.0,0,83,1
937,0.032911,52.0,0,44,1
4684,0.019155,23.0,1,28,0
4897,0.01037,32.7,0,70,0
786,0.04223,95.7,1,94,1
3461,0.007813,49.8,0,25,0
456,0.000175,35.4,0,19,0
3915,0.015075,54.4,2,18,0
971,0.00398,13.3,0,32,0
2073,0.006387,0.5,0,24,0
4747,0.016029,28.1,1,102,0
1910,0.000476,60.5,0,19,0
4518,0.001726,71.2,1,80,0
2741,0.005074,82.7,0,18,0
2328,0.017945,98.0,2,85,1
3491,0.004123,41.2,0,55,0
4278,0.06306,74.1,0,32,0
2450,0.017453,7.5,0,6,0
4457,0.057328,19.1,2,40,1
4979,0.042504,19.2,0,20,1
2839,0.004169,44.9,0,61,0
2830,0.003525,21.1,0,19,0
1418,0.002667,28.7,0,42,0
1635,0.056003,77.4,0,110,1
4884,0.01138,35.9,0,33,0
2543,0.002694,55.7,0,4,0
1872,0.03037,50.3,0,131,1
3309,0.007067,16.9,0,7,0
977,0.007511,7.4,0,14,0
2970,0.021958,23.6,0,10,0
3300,0.004789,5.8,0,64,0
4244,0.023917,61.9,0,15,0
3847,0.034935,90.9,1,110,1
2936,0.013719,34.0,2,3,0
392,0.026629,38.7,0,62,0
1751,0.023814,81.6,0,94,0
4731,0.000586,22.3,0,38,0
4506,0.002303,11.9,0,29,0
636,0.00648,50.1,1,39,0
2786,0.005648,64.6,2,34,0
333,0.010241,60.0,0,81,0
2752,0.046648,83.1,0,103,1
2474,0.001192,5.7,0,60,0
2372,0.006012,42.8,0,48,0
1066,0.002137,23.9,1,16,0
989,0.022453,75.9,0,40,0
3963,0.033405,87.3,1,22,0
3500,0.006514,28.1,0,20,0
134,0.001098,9.5,0,36,0
4642,0.015385,25.3,0,35,0
3623,0.011945,10.4,2,87,0
1863,0.00438,32.2,0,41,0
3391,0.066432,67.3,0,45,1
2588,0.037227,97.4,1,30,0
2800,0.008161,39.9,0,14,0
1658,0.008341,22.0,0,23,0
4790,0.052891,30.1,1,86,1
2376,0.008783,17.3,1,51,0
4106,0.005792,19.3,0,18,0
4539,0.003598,76.2,1,46,0
1203,0.000695,6.1,1,45,0
1519,0.002913,99.7,0,61,0
1578,0.002205,52.3,0,63,0
4014,0.00781,54.4,1,6,0
3842,0.009205,35.8,0,158,0
3056,0.00938,69.0,0,34,0
1482,0.05348,54.6,0,60,1
2674,0.005468,32.9,1,1,0
3484,0.017972,26.5,2,34,0
1669,0.006467,92.6,1,22,0
1994,0.044041,29.1,0,15,0
2343,0.005791,43.6,2,154,0
1966,0.010486,35.0,3,7,0
128,0.000517,8.6,2,19,0
805,0.010594,18.6,1,34,0
1120,0.019067,19.0,0,72,0
2163,0.044657,82.9,1,128,1
1546,0.059222,40.7,1,19,0
3764,0.003315,78.2,0,9,0
3087,0.008565,70.9,0,20,0
3702,0.005991,19.2,0,35,0
3785,0.008297,56.3,1,6,0
3468,0.001713,74.3,0,79,0
3681,0.01939,63.3,0,51,0
2862,0.042132,71.8,1,186,1
4137,0.005972,74.0,1,27,0
672,0.003291,5.7,0,33,0
4188,0.001518,73.1,1,46,0
714,0.011513,27.3,0,79,0
4150,0.020763,67.6,1,145,1
425,0.024028,24.2,1,55,0
3840,0.011117,83.9,0,42,0
458,0.010376,48.1,0,76,0
3877,0.008196,64.3,0,12,0
2471,0.000469,79.4,2,15,0
1821,0.043881,100.0,0,143,1
1449,0.009887,73.2,0,10,0
3796,0.051264,14.9,1,39,0
3996,0.007708,85.5,3,49,0
4360,0.012383,61.9,2,64,0
1696,0.000579,60.9,0,36,0
1727,0.047518,100.0,2,142,1
2602,0.014467,24.9,0,11,0
3908,0.015074,24.0,0,53,0
292,0.014702,51.3,2,61,0
2774,0.002565,75.1,0,24,0
3945,0.072427,55.5,3,93,1
2677,0.053354,63.4,0,55,0
191,0.000786,45.3,1,29,0
4334,0.027559,61.0,1,44,0
580,0.003417,82.2,2,45,0
3016,0.011689,18.0,0,85,0
4535,0.004127,69.5,0,14,0
1175,0.034344,78.7,3,13,0
2613,0.00107,44.7,0,46,0
898,0.006887,32.3,0,75,0
4670,0.005587,1.4,0,53,0
4049,0.003946,79.7,2,14,0
704,0.010371,32.8,1,54,0
3079,0.001405,35.7,0,54,0
697,0.012611,33.6,0,19,0
1632,0.039421,49.9,0,19,0
613,0.041436,76.0,1,98,1
1977,0.042842,88.8,0,96,1
4072,0.004457,39.3,2,44,0
3943,0.003929,66.3,0,1,0
1799,0.007278,72.1,0,23,0
1129,0.000468,29.7,0,10,0
4695,0.02907,9.7,0,30,0
816,0.001552,89.5,1,43,0
4186,0.0509,80.0,0,66,1
765,0.000873,64.8,1,23,0
2308,0.017295,5.9,0,65,0
1179,0.001648,81.8,0,15,0
327,0.000389,56.6,0,68,0
248,0.012711,84.8,0,25,0
1169,0.003289,97.5,0,54,0
4827,0.012535,95.7,0,22,0
1463,0.008099,85.6,0,83,0
4608,0.001152,1.1,0,53,0
1855,0.026902,88.6,0,50,0
619,0.006021,7.5,1,66,0
3644,0.013259,85.1,1,18,0
2422,0.006952,28.0,1,26,0
1202,0.009273,61.0,0,136,0
697,0.003606,3.8,1,69,0
3373,0.002236,77.1,2,12,0
4149,0.007821,11.2,0,56,0
2705,0.005802,41.1,0,12,0
2288,0.004945,81.7,0,6,0
4925,0.011165,69.5,1,46,0
688,0.011728,0.6,1,61,0
4572,0.00047,40.3,0,11,0
1507,0.004136,4.2,0,12,0
4946,0.005306,67.3,0,14,0
4822,0.001019,96.9,2,20,0
3490,0.002691,65.5,1,12,0
3540,0.00053,22.4,1,61,0
1729,0.055839,35.5,0,18,0
1094,0.02355,100.0,0,19,1
4898,0.000915,22.4,0,25,0
2159,0.000205,56.2,0,52,0
4672,0.012704,40.0,0,42,0
3086,0.005784,76.8,1,42,0
500,0.015455,86.7,1,78,0
2955,0.025702,34.1,1,39,0
2324,0.009145,66.0,0,5,0
3512,0.002072,54.9,0,63,0
156,0.015242,27.8,0,39,0
1975,0.031193,27.2,1,38,0
4643,0.008681,53.9,0,19,0
4398,0.011457,15.4,0,46,0
3868,0.024189,92.0,0,78,1
4933,0.004805,6.9,2,91,0
4397,0.013267,9.5,0,37,0
1453,0.026279,34.2,3,3,0
2510,0.009915,11.8,0,17,0
4411,0.015599,47.6,0,82,0
2702,0.001883,40.0,2,107,0
3034,0.002382,72.2,0,42,0
122,0.007594,95.3,1,35,0
2302,0.001943,75.4,1,64,0
1309,0.010078,17.9,0,16,0
2396,0.003448,93.6,0,100,0
848,0.01568,39.2,1,57,0
904,0.016508,47.4,0,41,0
233,0.006232,42.2,0,7,0
4516,0.001994,28.1,1,69,0
2537,0.010406,89.5,0,63,0
533,0.049319,33.2,1,23,0
3771,0.009744,57.9,1,27,0
3836,0.017228,33.5,0,75,1
4139,0.015137,87.5,0,44,1
2198,0.003862,77.4,2,42,0
3017,0.002179,29.6,0,41,0
352,0.016769,68.2,0,26,0
4934,0.018631,70.4,0,23,0
1229,0.052051,69.5,0,67,1
3364,0.00394,60.1,1,93,0
401,0.002695,57.4,1,25,0
2077,0.023901,8.2,0,39,0
2863,0.006985,67.0,1,82,0
4105,0.010675,47.0,0,14,0
3341,0.00537,43.8,0,40,0
3157,0.00997,86.0,0,26,0
650,0.004875,2.3,0,12,0
1687,0.00415,25.1,0,73,0
1922,0.010064,12.1,0,31,0
3317,0.008942,3.5,1,13,0
3596,0.003475,27.6,0,75,0
4509,0.001618,98.8,2,5,0
4379,0.004598,27.0,0,35,0
812,0.005365,66.4,1,26,0
2275,0.009907,11.8,0,25,0
4172,0.024596,60.2,0,26,0
3949,0.000369,98.4,1,23,0
2533,0.014079,34.4,0,121,1
3401,0.002153,84.8,0,75,0
370,0.035564,100.0,1,37,1
1894,0.005616,58.9,1,23,0
2562,0.013058,30.9,1,11,0
4393,0.002776,67.4,0,36,0
3494,0.009026,84.5,3,26,0
1179,0.021529,17.1,0,10,0
2978,0.063083,51.8,0,122,1
4823,0.031889,31.9,0,13,0
703,0.01484,28.3,0,37,0
1685,0.023643,86.1,0,50,0
3157,0.002673,42.2,0,80,0
4085,0.002201,33.9,1,20,0
4789,6.5e-05,60.4,0,66,0
1495,0.012271,21.9,0,42,0
3788,0.027721,23.0,2,28,0
699,0.029014,63.5,3,126,1
613,0.010132,40.9,0,20,0
1166,0.013722,29.5,0,30,0
2986,0.026257,5.4,3,99,0
2753,0.059592,58.1,0,107,1
1188,0.035164,81.7,0,30,0
4485,0.004226,85.1,0,53,0
4964,0.004307,23.5,0,36,0
2614,0.007831,60.0,0,58,0
4069,0.021357,91.0,1,91,1
3384,1.4e-05,40.9,2,25,0
4666,0.013159,93.2,0,54,0
2296,0.013932,90.3,2,86,0
4283,0.013743,20.8,0,26,0
889,0.004232,25.9,1,72,0
3575,0.007388,18.0,0,10,0
3253,0.004462,19.6,1,38,0
1764,0.000162,90.8,0,37,0
1409,0.008266,93.1,2,17,0
964,0.001321,5.2,0,13,0
3963,0.000834,59.4,0,28,0
3463,0.014085,56.4,0,1,0
3624,9.6e-05,39.1,0,15,0
3886,0.031944,63.2,3,40,0
123,0.007241,94.7,1,31,0
3103,0.071375,26.2,0,113,1
410,0.000597,12.0,0,28,0
1331,0.008759,3.3,0,81,0
3888,0.004297,36.4,0,38,0
2811,0.018546,33.8,0,14,0
4901,0.004482,43.1,0,19,0
521,0.003018,50.3,1,49,0
1873,0.019488,75.8,1,25,0
3668,0.004694,39.2,0,87,0
1046,0.00017,33.1,1,38,0
1286,0.033712,94.5,0,74,1
1934,0.010628,85.0,1,36,0
1664,0.002935,23.3,1,175,0
2047,0.005656,31.5,0,83,0
1408,0.000584,82.5,1,11,0
3086,0.00887,7.9,0,29,0
486,0.014118,32.6,0,14,0
1261,0.037861,54.9,0,35,1
3358,0.005451,18.7,2,26,0
4911,0.000924,18.0,0,27,0
4033,0.026538,47.6,1,37,1
2947,0.00168,75.5,1,19,0
4621,0.031243,96.7,0,122,1
1539,0.007534,97.9,3,92,0
3542,0.069537,21.9,2,68,1
4580,0.000761,21.7,0,68,0
155,0.00916,75.7,1,56,0
3424,0.007476,54.1,2,122,0
205,0.007262,32.8,2,29,0
3301,0.020648,20.6,0,68,0
769,0.002301,28.0,0,36,0
4571,0.000416,42.9,1,31,0
842,0.011156,17.7,1,84,0
1066,0.004234,96.4,0,59,0
407,0.000177,10.8,0,10,0
2238,0.03396,100.0,0,112,1
3564,0.003701,84.2,0,19,0
4997,0.009593,42.3,0,8,0
209,0.001894,74.0,1,22,0
3732,0.022917,73.5,1,75,1
4535,0.006587,21.3,0,23,0
2015,0.006148,33.9,0,15,0
4363,0.036474,51.3,1,35,0
656,0.000466,63.8,0,30,0
204,0.030153,54.3,2,19,0
2147,0.008721,47.3,1,8,0
245,0.015883,44.3,1,33,0
2863,0.005628,49.8,0,39,0
973,0.006048,43.4,1,51,0
398,0.021147,54.1,1,111,0
3338,0.022627,88.8,0,61,0
745,0.002727,63.3,1,19,0
4833,0.041942,79.5,0,73,1
3178,0.039964,66.6,1,24,1
2611,0.023054,64.3,1,95,0
883,0.003891,57.8,0,56,0
470,0.010556,2.7,0,25,0
586,0.030408,100.0,1,65,1
2137,0.015081,3.4,0,55,0
3296,0.008299,39.5,2,32,0
1460,0.005149,10.5,0,64,0
4387,0.034117,9.7,0,61,0
4925,0.00945,79.4,1,4,0
2361,0.060014,56.4,3,50,1
2721,0.004231,80.1,2,50,0
1056,0.02216,41.6,1,37,1
480,0.002981,25.6,1,20,0
3749,0.002812,25.1,0,37,0
4993,0.012543,61.6,0,40,0
338,0.007369,81.5,3,24,0
1205,0.011497,45.2,0,23,0
1486,0.003139,37.9,1,27,0
2652,0.009131,97.4,0,28,0
2349,0.005869,11.7,1,53,0
1627,0.045173,56.5,0,132,1
1767,0.003437,40.8,0,48,0
4232,0.012568,9.8,3,53,0
2791,0.016395,26.8,0,22,0
3772,0.00301,2.8,1,65,0
